product_id,sku,stock_status,product_cat,feeding_table_id,b_path_status,repository_capability,runtime_eligible,exclusion_reason
14641,F031VL0181,instock,72,,,,0,no_active_table
14642,F031VL0182,instock,72,,,,0,no_active_table
14643,F031VL0191,instock,72,,,,0,no_active_table
14644,F031VL0192,instock,72,,,,0,no_active_table
14645,F031VL0201,instock,72,,,,0,no_active_table
14647,F031VL0212,instock,72,,,,0,no_active_table
14648,F031VL0231,instock,72,,,,0,no_active_table
14649,F031VL0232,instock,72,,,,0,no_active_table
14650,F031VL0241,instock,72,,,,0,no_active_table
14651,F031VL0242,instock,72,,,,0,no_active_table
14652,F031VL0251,instock,72,,,,0,no_active_table
14657,F032VL0112,instock,81,,,,0,no_active_table
14660,F032VL0122,instock,81,,,,0,no_active_table
14661,F032VL0123,instock,81,,,,0,no_active_table
14662,F032VL0124,instock,81,,,,0,no_active_table
14664,F032VL0142,instock,81,,,,0,no_active_table
14669,F032VL0162,instock,81,,,,0,no_active_table
14670,F032VL0163,instock,81,,,,0,no_active_table
14671,F032VL0164,instock,81,,,,0,no_active_table
14674,F032VL0182,instock,81,,,,0,no_active_table
14675,F032VL0184,instock,81,,,,0,no_active_table
14677,F032VL0192,instock,81,,,,0,no_active_table
14678,F032VL0193,instock,81,,,,0,no_active_table
14700,F041MAD0103,instock,81,110,full,calculator_partial,1,needs_condition_axis
14703,F041MAD0113,instock,81,49,full,calculator_supported,1,
14706,F041MAD0123,instock,81,49,full,calculator_supported,1,
14708,F041MAD0132,instock,81,48,full,calculator_supported,1,
14711,F041MAD0143,instock,81,49,full,calculator_supported,1,
14714,F041MAD0153,instock,81,48,full,calculator_supported,1,
14717,01A1B010610,instock,72,109,full,calculator_supported,1,
14769,01A1B060311,instock,72,108,full,calculator_supported,1,
14770,01A1B090521,instock,72,107,full,calculator_supported,1,
14771,01A1B100321,instock,72,106,full,calculator_supported,1,
14772,01A1H021011,instock,72,105,full,calculator_supported,1,
14791,01A1A04150,instock,72,,,,0,no_active_table
14792,01A1F03140,instock,72,103,full,calculator_supported,1,
14793,01A1A030700,instock,72,102,full,calculator_supported,1,
14794,01A1B05030,instock,72,47,full,calculator_supported,1,
14804,01MVD901,instock,72,,,,0,no_active_table
14805,01MVD902,instock,72,,,,0,no_active_table
14817,01A1F03040,instock,72,101,full,calculator_supported,1,
14818,01A1B05130,instock,72,100,full,calculator_supported,1,
16198,640214268-1,instock,81,218,full,calculator_partial,1,needs_condition_axis
16210,640416-1,instock,81,222,full,calculator_partial,1,needs_condition_axis
16217,m11938,instock,81,,,,0,no_active_table
16225,m05524,instock,81,,,,0,no_active_table
16228,m11952,instock,81,,,,0,no_active_table
16234,640212842-1,instock,81,193,full,calculator_supported,1,
16239,640220103,instock,81,220,full,calculator_partial,1,needs_condition_axis
16245,640220-1,instock,81,220,full,calculator_partial,1,needs_condition_axis
16248,m05234,instock,81,,,,0,no_active_table
16259,640213774,instock,81,221,full,calculator_partial,1,needs_condition_axis
16265,40626,instock,81,219,full,calculator_partial,1,needs_condition_axis
16270,640000,instock,81,219,full,calculator_partial,1,needs_condition_axis
16320,RC102040,instock,81,99,full,calculator_supported,1,
16402,42085,instock,72,,,,0,no_active_table
16411,2817,instock,72,,,,0,no_active_table
16422,42077,instock,72,,,,0,no_active_table
16425,42079,instock,72,,,,0,no_active_table
16431,2813,instock,72,,,,0,no_active_table
16469,122340,instock,81,211,full,calculator_partial,1,needs_condition_axis
16475,122370183,instock,81,211,full,calculator_partial,1,needs_condition_axis
16478,127380228,instock,81,210,full,calculator_partial,1,needs_condition_axis
16481,127380,instock,81,210,full,calculator_partial,1,needs_condition_axis
16484,216210,instock,81,217,full,calculator_partial,1,needs_condition_axis
16492,141150,instock,72,214,full,calculator_partial,1,needs_condition_axis
16510,123950,instock,81,216,full,calculator_partial,1,needs_condition_axis
16516,121550,instock,81,215,full,calculator_partial,1,needs_condition_axis
16519,216110,instock,81,215,full,calculator_partial,1,needs_condition_axis
16522,122110,instock,81,212,full,calculator_partial,1,needs_condition_axis
16525,217570,instock,81,212,full,calculator_partial,1,needs_condition_axis
16528,131350,instock,72,213,full,calculator_partial,1,needs_condition_axis
16537,2.008119,instock,72,,,,0,no_active_table
16540,2.008117,instock,72,174,full,calculator_supported,1,
16543,2.008122,instock,72,,,,0,no_active_table
16546,2.008118,instock,72,170,full,calculator_supported,1,
16549,2.008124,instock,72,,,,0,no_active_table
16552,2.008121,instock,72,,,,0,no_active_table
16555,2.008047,instock,72,,,,0,no_active_table
16558,2.008043,instock,72,174,full,calculator_supported,1,
16561,2.008051,instock,72,,,,0,no_active_table
16564,2.008045,instock,72,170,full,calculator_supported,1,
16567,2.008056,instock,72,,,,0,no_active_table
16573,2.011762,instock,81,,,,0,no_active_table
16576,2.011763,instock,81,,,,0,no_active_table
16579,2.011765,instock,81,,,,0,no_active_table
16582,2.011764,instock,81,,,,0,no_active_table
16585,2.011767,instock,81,,,,0,no_active_table
16588,2.011766,instock,81,,,,0,no_active_table
16591,2.009363,instock,72,,,,0,no_active_table
16594,2.009364,instock,72,,,,0,no_active_table
16597,2.009147,instock,72,180,full,calculator_partial,1,needs_condition_axis
16600,2.009149,instock,72,175,full,calculator_supported,1,
16603,2.009143,instock,72,,,,0,no_active_table
16606,2.009139,instock,72,,,,0,no_active_table
16609,2.009141,instock,72,,,,0,no_active_table
16612,2.009137,instock,72,181,partial,unsupported_structure,0,unsupported_structure
16615,2.009145,instock,72,,,,0,no_active_table
16618,2.008261,instock,81,,,,0,no_active_table
16621,2.006822,instock,81,,,,0,no_active_table
16624,2.006816,instock,72,,,,0,no_active_table
16627,2.006666,instock,72,,,,0,no_active_table
16630,2.010448,instock,72,178,full,calculator_supported,1,
16633,2.010447,instock,72,178,full,calculator_supported,1,
16636,2.006774,instock,72,176,full,calculator_supported,1,
16639,2.006818,instock,72,176,full,calculator_supported,1,
16642,2.010446,instock,72,177,full,calculator_supported,1,
16645,2.010445,instock,72,177,full,calculator_supported,1,
16648,2.006815,instock,72,,,,0,no_active_table
16651,2.006667,instock,72,,,,0,no_active_table
16654,2.010023,instock,72,179,full,calculator_supported,1,
16657,2.008452,instock,81,,,,0,no_active_table
16660,2.006903,instock,72,,,,0,no_active_table
16663,2.006817,instock,72,,,,0,no_active_table
16666,2.008878,instock,72,173,full,calculator_supported,1,
16669,2.008879,instock,72,173,full,calculator_supported,1,
16672,2.006814,instock,72,172,full,calculator_supported,1,
16675,2.006665,instock,72,172,full,calculator_supported,1,
16678,2.008256,instock,81,,,,0,no_active_table
16681,2.00682,instock,81,,,,0,no_active_table
16684,2.006764,instock,72,171,full,calculator_supported,1,
16687,2.006664,instock,72,171,full,calculator_supported,1,
16690,2.009148,instock,72,180,full,calculator_partial,1,needs_condition_axis
16693,2.00915,instock,72,175,full,calculator_supported,1,
16696,2.009144,instock,72,,,,0,no_active_table
16699,2.00914,instock,72,,,,0,no_active_table
16702,2.009142,instock,72,,,,0,no_active_table
16705,2.009138,instock,72,181,partial,unsupported_structure,0,unsupported_structure
16708,2.009146,instock,72,,,,0,no_active_table
16712,2.01176,instock,81,,,,0,no_active_table
16715,2.011759,instock,81,,,,0,no_active_table
16718,2.011758,instock,81,,,,0,no_active_table
16721,2.011755,instock,81,,,,0,no_active_table
16724,2.011754,instock,81,,,,0,no_active_table
16727,2.011761,instock,81,,,,0,no_active_table
16745,15045,instock,72,,,,0,no_active_table
16751,03020,instock,72,,,,0,no_active_table
16763,01020,instock,72,,,,0,no_active_table
16772,04020,instock,72,,,,0,no_active_table
16776,04046,instock,72,,,,0,no_active_table
16779,19246,instock,72,,,,0,no_active_table
16782,19215,instock,72,,,,0,no_active_table
16785,19145,instock,72,,,,0,no_active_table
16788,19146,instock,72,,,,0,no_active_table
16791,19346,instock,72,,,,0,no_active_table
16794,19315,instock,72,,,,0,no_active_table
16810,06072,instock,72,,,,0,no_active_table
16824,17072,instock,72,,,,0,no_active_table
16854,09015,instock,72,,,,0,no_active_table
16857,18446,instock,72,,,,0,no_active_table
16862,18415,instock,72,,,,0,no_active_table
16865,18346,instock,72,,,,0,no_active_table
16868,18315,instock,72,,,,0,no_active_table
16871,18146,instock,72,,,,0,no_active_table
16876,18246,instock,72,,,,0,no_active_table
16881,18215,instock,72,,,,0,no_active_table
16886,73009,instock,81,,,,0,no_active_table
17213,651153,instock,72,195,full,calculator_supported,1,
17216,74746,instock,72,195,full,calculator_supported,1,
17262,2808,instock,72,194,full,calculator_supported,1,
17265,651049,instock,72,194,full,calculator_supported,1,
17268,74755,instock,72,194,full,calculator_supported,1,
17280,651087,instock,72,191,full,calculator_supported,1,
17286,74767,instock,72,190,full,calculator_supported,1,
17293,650501,instock,72,189,full,calculator_supported,1,
17296,75925,instock,72,188,full,calculator_supported,1,
17299,651135,instock,72,187,full,calculator_supported,1,
17947,JOS0617,instock,72,98,full,calculator_supported,1,
17950,JOS0622,instock,72,184,full,calculator_supported,1,
17953,JOS0849,instock,72,186,partial,calculator_partial,1,needs_condition_axis
17956,JOS0003,instock,72,,,,0,no_active_table
17959,JOS0799,instock,72,183,full,calculator_supported,1,
17962,JOS0836,instock,72,182,full,calculator_supported,1,
17965,JOS0813,instock,81,185,full,calculator_partial,1,needs_condition_axis
17969,JOS0723,instock,81,185,full,calculator_partial,1,needs_condition_axis
17972,JOS0812,instock,81,185,full,calculator_partial,1,needs_condition_axis
17978,JOS0914,instock,72,97,full,calculator_supported,1,
17983,JOS0796,instock,81,27,full,calculator_supported,1,
17986,JOS0790,instock,81,27,full,calculator_supported,1,
17992,JOS0847,instock,81,27,full,calculator_supported,1,
17995,JOS0982,instock,72,96,full,calculator_supported,1,
18000,JOS0910,instock,72,95,full,calculator_supported,1,
18011,JOS0205,instock,81,42,full,calculator_supported,1,
18014,JOS0731,instock,72,1,full,calculator_supported,1,
18018,JOS0931,instock,72,94,full,calculator_supported,1,
18022,JOS0924,instock,72,,,,0,no_active_table
18026,JOS0974,instock,72,92,full,calculator_supported,1,
18029,JOS0973,instock,72,92,full,calculator_supported,1,
18032,JOS0912,instock,72,92,full,calculator_supported,1,
18036,JOS0069443,instock,72,92,full,calculator_supported,1,
18040,JOS0797,instock,81,40,full,calculator_supported,1,
18043,JOS0167,instock,81,40,full,calculator_supported,1,
18046,JOS0915,instock,72,91,full,calculator_supported,1,
18051,JOS0794,instock,81,41,full,calculator_supported,1,
18054,JOS0805,instock,81,41,full,calculator_supported,1,
18058,64038948,instock,81,41,full,calculator_supported,1,
18062,JOS0817,instock,81,24,full,calculator_partial,1,needs_condition_axis
18065,JOS0417,instock,81,24,full,calculator_partial,1,needs_condition_axis
18074,JOS0811,instock,81,24,full,calculator_partial,1,needs_condition_axis
18077,JOS0810,instock,81,24,full,calculator_partial,1,needs_condition_axis
18080,JOS1005,instock,81,90,full,calculator_supported,1,
18084,JOS1004,instock,81,90,full,calculator_supported,1,
18088,JOS0917,instock,72,89,full,calculator_supported,1,
18092,JOS0815,instock,81,43,full,calculator_supported,1,
18095,JOS0814,instock,81,43,full,calculator_supported,1,
18098,JOS0795,instock,81,88,full,calculator_supported,1,
18101,JOS0789,instock,81,88,full,calculator_supported,1,
18106,JOS0792,instock,81,27,full,calculator_supported,1,
18109,JOS0791,instock,81,27,full,calculator_supported,1,
18112,JOS0943,instock,72,87,full,calculator_supported,1,
18149,JOS0978,instock,72,26,full,calculator_supported,1,
18154,JOS0913,instock,72,23,full,calculator_supported,1,
18159,JOS0944,instock,72,1,full,calculator_supported,1,
18379,JOS0666,instock,72,,,,0,no_active_table
18382,JOS0663,instock,72,,,,0,no_active_table
18385,JOS0996,instock,72,,,,0,no_active_table
18524,NGCST12,instock,81,200,full,calculator_partial,1,needs_condition_axis
18527,NGCST01,instock,81,200,full,calculator_partial,1,needs_condition_axis
18530,NGCSB01,instock,81,200,full,calculator_partial,1,needs_condition_axis
18533,NGCGC01,instock,81,,,,0,no_active_table
18536,NGCKC01,instock,81,85,full,unsupported_structure,0,unsupported_structure
18539,NGCAC01,instock,81,84,full,calculator_supported,1,
18542,NGCAB01,instock,81,84,full,calculator_supported,1,
18545,INPM11,instock,72,,,,0,no_active_table
18548,INPA11,instock,72,,,,0,no_active_table
18551,INPS06,instock,72,,,,0,no_active_table
18554,HYIM11,instock,72,166,full,calculator_supported,1,
18557,HYRM11,instock,72,166,full,calculator_supported,1,
